target,value,source,AVERAGE_ANNUAL_PAY
"ALPHAVISTA SERVICES, INC.",3,ALAMEDA COUNTY,77100
"ALPHAVISTA SERVICES, INC.",3,ALAMEDA COUNTY,65874
"ALPHAVISTA SERVICES, INC.",3,ALAMEDA COUNTY,65874
"ALPHAVISTA SERVICES, INC.",3,ALAMEDA COUNTY,65874
"ALPHAVISTA SERVICES, INC.",3,CONTRA COSTA COUNTY,65874
"ALPHAVISTA SERVICES, INC.",3,CONTRA COSTA COUNTY,65874
"ALPHAVISTA SERVICES, INC.",3,SAN MATEO COUNTY,72800
"ALPHAVISTA SERVICES, INC.",3,SAN MATEO COUNTY,65874
"ALPHAVISTA SERVICES, INC.",3,SANTA CLARA COUNTY,72800
"ALPHAVISTA SERVICES, INC.",3,SANTA CLARA COUNTY,68640
"ALPHAVISTA SERVICES, INC.",3,SANTA CLARA COUNTY,62775
"ALPHAVISTA SERVICES, INC.",3,SANTA CLARA COUNTY,65874
"ALPHAVISTA SERVICES, INC.",3,SANTA CLARA COUNTY,65874
"ALPHAVISTA SERVICES, INC.",3,SANTA CLARA COUNTY,65874
"ALPHAVISTA SERVICES, INC.",3,SANTA CLARA COUNTY,65874
"ALPHAVISTA SERVICES, INC.",3,SANTA CLARA COUNTY,65874
"ALPHAVISTA SERVICES, INC.",3,SANTA CLARA COUNTY,65874
"ALPHAVISTA SERVICES, INC.",3,SANTA CLARA COUNTY,65874
"ALPHAVISTA SERVICES, INC.",3,SANTA CLARA COUNTY,72800
"ALPHAVISTA SERVICES, INC.",3,SANTA CLARA COUNTY,65874
INTERNATIONAL SOLUTION SOURCES LLC,3,ALAMEDA COUNTY,69180
"PDDN, INC.",3,ALAMEDA COUNTY,63000
QUANTCAST CORPORATION,3,SAN FRANCISCO COUNTY,106250
FRACTAL ANALYTICS INC,3,SAN MATEO COUNTY,77105
FRACTAL ANALYTICS INC,3,SAN MATEO COUNTY,77105
FRACTAL ANALYTICS INC,3,SAN MATEO COUNTY,77105
"FOLIO3 SOFTWARE, INC.",3,SAN MATEO COUNTY,86528
"FOLIO3 SOFTWARE, INC.",3,SANTA CLARA COUNTY,87264
SCHOOLCITY INC.,3,SANTA CLARA COUNTY,76000
"TEKOPTIMIZE, INC.",3,SANTA CLARA COUNTY,60000
"GSPANN TECHNOLOGIES, INC.",3,ALAMEDA COUNTY,80000
"GSPANN TECHNOLOGIES, INC.",3,SAN FRANCISCO COUNTY,75046
"GSPANN TECHNOLOGIES, INC.",3,SAN FRANCISCO COUNTY,75000
"GSPANN TECHNOLOGIES, INC.",3,SAN FRANCISCO COUNTY,100000
"GSPANN TECHNOLOGIES, INC.",3,SAN FRANCISCO COUNTY,80000
"GSPANN TECHNOLOGIES, INC.",3,SAN FRANCISCO COUNTY,90000
"GSPANN TECHNOLOGIES, INC.",3,SAN FRANCISCO COUNTY,65000
"GSPANN TECHNOLOGIES, INC.",3,SAN FRANCISCO COUNTY,80000
"GSPANN TECHNOLOGIES, INC.",3,SAN FRANCISCO COUNTY,65000
"GSPANN TECHNOLOGIES, INC.",3,SANTA CLARA COUNTY,90000
"GSPANN TECHNOLOGIES, INC.",3,SANTA CLARA COUNTY,85000
"ANALYSIS GROUP, INC.",3,SAN MATEO COUNTY,157500
IGNITIV INC,3,SANTA CLARA COUNTY,60000
IGNITIV INC,3,SANTA CLARA COUNTY,60000
"GREE INTERNATIONAL, INC.",3,SAN FRANCISCO COUNTY,59500
"GREE INTERNATIONAL, INC.",3,SAN FRANCISCO COUNTY,102500
INSIDEVAULT INC.,3,SAN MATEO COUNTY,73653
"METRICSTREAM, INC.",3,SANTA CLARA COUNTY,110000
"METRICSTREAM, INC.",3,SANTA CLARA COUNTY,110000
"OPSCLARITY, INC.",3,SANTA CLARA COUNTY,160000
"METRICSTREAM, INC.",3,SANTA CLARA COUNTY,100000
"A.T. KEARNEY, INC.",2,SAN FRANCISCO COUNTY,160000
"A.T. KEARNEY, INC.",2,SAN FRANCISCO COUNTY,160000
"APPLIED ANALYTIX, INC.",2,ALAMEDA COUNTY,61000
"VALUELABS, INC.",2,ALAMEDA COUNTY,95000
"MORE HEALTH, INC.",2,SAN MATEO COUNTY,68000
"UNIVERSAL ELECTRONICS, INC.",2,SAN MATEO COUNTY,86000
GLOBAL MONTESSORI INTERNATIONAL SCHOOL,2,ALAMEDA COUNTY,48000
"UDACITY, INC.",2,SANTA CLARA COUNTY,83000
"COMCAST CABLE COMMUNICATIONS, LLC",2,SANTA CLARA COUNTY,96627
"CALIFORNIA STATE UNIVERSITY, EAST BAY",2,ALAMEDA COUNTY,82878
HILL INTERNATIONAL INC.,2,SAN MATEO COUNTY,115000
"UNIQUIFY, INC.",2,SANTA CLARA COUNTY,115000
TRIANZ CONSULTING INC.,2,ALAMEDA COUNTY,92000
"THE EVOLVERS GROUP, L.P.",2,ALAMEDA COUNTY,80000
"THE EVOLVERS GROUP, L.P.",2,ALAMEDA COUNTY,70000
"INFOBAHN SOFTWORLD, INC",2,ALAMEDA COUNTY,67000
"INFOBAHN SOFTWORLD, INC",2,ALAMEDA COUNTY,67000
"SANVEO, INC.",2,ALAMEDA COUNTY,70600
"SANVEO, INC.",2,ALAMEDA COUNTY,89500
"SANVEO, INC.",2,ALAMEDA COUNTY,89500
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,2,CONTRA COSTA COUNTY,126734
NIIT TECHNOLOGIES LIMITED,2,CONTRA COSTA COUNTY,60000
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,2,CONTRA COSTA COUNTY,80683
"INFOBAHN SOFTWORLD, INC",2,SAN FRANCISCO COUNTY,88500
"INFOBAHN SOFTWORLD, INC",2,SAN FRANCISCO COUNTY,88500
"NEXINFO SOLUTIONS, INC",2,SAN MATEO COUNTY,83000
"NEXINFO SOLUTIONS, INC",2,SAN MATEO COUNTY,83000
"HARBINGER SYSTEMS, INC.",2,SANTA CLARA COUNTY,98000
"GLOBALLOGIC,INC.",2,SANTA CLARA COUNTY,97500
"A10 NETWORKS, INC.",2,SANTA CLARA COUNTY,98395
AMBARELLA CORPORATION,2,SANTA CLARA COUNTY,95799
INSTART LOGIC INC.,2,SANTA CLARA COUNTY,117500
"GLOBALLOGIC,INC.",2,SANTA CLARA COUNTY,117500
"INFOBAHN SOFTWORLD, INC",2,SANTA CLARA COUNTY,89000
TRIANZ INC.,2,SANTA CLARA COUNTY,80000
"ONESOURCE VIRTUAL HR, INC.",2,SANTA CLARA COUNTY,75546
SWIFT SOLUTIONS INC,2,SANTA CLARA COUNTY,80000
SWIFT SOLUTIONS INC,2,SANTA CLARA COUNTY,80000
SWIFT SOLUTIONS INC,2,SANTA CLARA COUNTY,80000
SWIFT SOLUTIONS INC,2,SANTA CLARA COUNTY,80000
OUTWORX CORPORATION,2,SANTA CLARA COUNTY,109762
MTUITY INC,2,SANTA CLARA COUNTY,60000
DIMENSION CONSULTING INC,2,SANTA CLARA COUNTY,85000
"ECALIX, INC",2,ALAMEDA COUNTY,85280
"AGAMA SOLUTIONS, INC.",2,ALAMEDA COUNTY,60611
"AGAMA SOLUTIONS, INC.",2,ALAMEDA COUNTY,60611
"AGAMA SOLUTIONS, INC.",2,ALAMEDA COUNTY,59259
"AGAMA SOLUTIONS, INC.",2,ALAMEDA COUNTY,76877
INFO WAY SOLUTIONS LLC,2,ALAMEDA COUNTY,60611
INFO WAY SOLUTIONS LLC,2,ALAMEDA COUNTY,62234
"ECALIX, INC",2,ALAMEDA COUNTY,85280
NISUM TECHNOLOGIES INC.,2,ALAMEDA COUNTY,93000
"HCL AMERICA, INC.",2,ALAMEDA COUNTY,87761
NISUM TECHNOLOGIES INC.,2,ALAMEDA COUNTY,102145
ETOUCH SYSTEMS CORPORATION,2,ALAMEDA COUNTY,100000
NISUM TECHNOLOGIES INC.,2,ALAMEDA COUNTY,116000
"ELLIE MAE, INC.",2,ALAMEDA COUNTY,99029
WIPRO LIMITED,2,ALAMEDA COUNTY,79144
WIPRO LIMITED,2,ALAMEDA COUNTY,79144
WIPRO LIMITED,2,ALAMEDA COUNTY,78957
"MOBIXIP, LLC",2,ALAMEDA COUNTY,60611
"PNS TECHNOLOGIES, INC.",2,ALAMEDA COUNTY,62234
"ECALIX, INC",2,ALAMEDA COUNTY,95659
"TECH MAHINDRA (AMERICAS),INC.",2,ALAMEDA COUNTY,87901
WIPRO LIMITED,2,ALAMEDA COUNTY,77522
TATA CONSULTANCY SERVICES LIMITED,2,ALAMEDA COUNTY,84500
TATA CONSULTANCY SERVICES LIMITED,2,ALAMEDA COUNTY,84500
TATA CONSULTANCY SERVICES LIMITED,2,ALAMEDA COUNTY,79000
DRISHTICON INC.,2,ALAMEDA COUNTY,60611
"RAPID VALUE SOLUTIONS, INC.",2,ALAMEDA COUNTY,80000
"TECH PROFY, INC.",2,ALAMEDA COUNTY,60000
"TECH PROFY, INC.",2,ALAMEDA COUNTY,60700
"TECH PROFY, INC.",2,ALAMEDA COUNTY,62500
WIPRO LIMITED,2,ALAMEDA COUNTY,79144
WIPRO LIMITED,2,ALAMEDA COUNTY,79144
APPNET GLOBAL INC,2,ALAMEDA COUNTY,62234
GENIUS MINDS LLC,2,ALAMEDA COUNTY,65000
TATA CONSULTANCY SERVICES LIMITED,2,ALAMEDA COUNTY,84500
TATA CONSULTANCY SERVICES LIMITED,2,ALAMEDA COUNTY,84500
"ZASPAR TECHNOLOGIES, INC.",2,ALAMEDA COUNTY,61000
"ZASPAR TECHNOLOGIES, INC.",2,ALAMEDA COUNTY,62500
INFO WAY SOLUTIONS LLC,2,ALAMEDA COUNTY,60611
"ZASPAR TECHNOLOGIES, INC.",2,ALAMEDA COUNTY,62500
"ZASPAR TECHNOLOGIES, INC.",2,ALAMEDA COUNTY,61000
"NU TECHNOLOGY, INC.",2,ALAMEDA COUNTY,109221
TATA CONSULTANCY SERVICES LIMITED,2,ALAMEDA COUNTY,77500
TATA CONSULTANCY SERVICES LIMITED,2,ALAMEDA COUNTY,77500
TEKRELIANCE LLC,2,ALAMEDA COUNTY,60611
TEKRELIANCE LLC,2,ALAMEDA COUNTY,60611
KREEYAA LLC,2,ALAMEDA COUNTY,60611
NAJSOFT INC,2,ALAMEDA COUNTY,60611
AA SOLUTIONS INC,2,ALAMEDA COUNTY,70000
AA SOLUTIONS INC,2,ALAMEDA COUNTY,70000
AA SOLUTIONS INC,2,ALAMEDA COUNTY,70000
AA SOLUTIONS INC,2,ALAMEDA COUNTY,70000
AA SOLUTIONS INC,2,ALAMEDA COUNTY,70000
AA SOLUTIONS INC,2,ALAMEDA COUNTY,70000
TATA CONSULTANCY SERVICES LIMITED,2,ALAMEDA COUNTY,77000
AA SOLUTIONS INC,2,ALAMEDA COUNTY,80000
"TEKVALLEY CORPORATION,INC.",2,ALAMEDA COUNTY,70000
"TEKVALLEY CORPORATION,INC.",2,ALAMEDA COUNTY,80000
WIPRO LIMITED,2,ALAMEDA COUNTY,79144
"ZASPAR TECHNOLOGIES, INC.",2,ALAMEDA COUNTY,72500
SOFTSOL RESOURCES INC.,2,ALAMEDA COUNTY,72500
TATA CONSULTANCY SERVICES LIMITED,2,ALAMEDA COUNTY,86000
"ZASPAR TECHNOLOGIES, INC.",2,ALAMEDA COUNTY,62500
"TECHTU BUSINESS SOLUTIONS, INC.",2,ALAMEDA COUNTY,62234
"TECHTU BUSINESS SOLUTIONS, INC.",2,ALAMEDA COUNTY,72322
"TEKVALLEY CORPORATION,INC.",2,ALAMEDA COUNTY,73000
"TEKVALLEY CORPORATION,INC.",2,ALAMEDA COUNTY,75000
AKIDEV CORPORATION,2,ALAMEDA COUNTY,77000
12TH WONDER LLC,2,ALAMEDA COUNTY,44949
12TH WONDER LLC,2,ALAMEDA COUNTY,62234
TATA CONSULTANCY SERVICES LIMITED,2,ALAMEDA COUNTY,84500
SMART ERP SOLUTIONS INC.,2,ALAMEDA COUNTY,80000
VERISURE TECHNOLOGIES INC.,2,ALAMEDA COUNTY,82000
TATA CONSULTANCY SERVICES LIMITED,2,ALAMEDA COUNTY,84500
"TEKVALLEY CORPORATION,INC.",2,ALAMEDA COUNTY,65000
TEKRELIANCE LLC,2,ALAMEDA COUNTY,60611
"TEKVALLEY CORPORATION,INC.",2,ALAMEDA COUNTY,70000
WIPRO LIMITED,2,ALAMEDA COUNTY,99029
WIPRO LIMITED,2,ALAMEDA COUNTY,79144
MIDDLEWARE INC.,2,ALAMEDA COUNTY,60611
EMC CORPORATION,2,ALAMEDA COUNTY,70000
"ELLIE MAE, INC.",2,ALAMEDA COUNTY,108534
"BODHTREE SOLUTIONS, INC.",2,ALAMEDA COUNTY,82000
"ELLIE MAE, INC.",2,ALAMEDA COUNTY,90418
WIPRO LIMITED,2,ALAMEDA COUNTY,99029
"ELLIE MAE, INC.",2,ALAMEDA COUNTY,108534
WIPRO LIMITED,2,ALAMEDA COUNTY,79144
EMC CORPORATION,2,ALAMEDA COUNTY,89506
WIPRO LIMITED,2,ALAMEDA COUNTY,66685
"ALERTENTERPRISE, INC",2,ALAMEDA COUNTY,75000
"ELLIE MAE, INC.",2,ALAMEDA COUNTY,106184
WIPRO LIMITED,2,ALAMEDA COUNTY,80995
WIPRO LIMITED,2,ALAMEDA COUNTY,80995
"ELLIE MAE, INC.",2,ALAMEDA COUNTY,80995
WIPRO LIMITED,2,ALAMEDA COUNTY,80995
"ELLIE MAE, INC.",2,ALAMEDA COUNTY,100360
PATHPARTNER TECHNOLOGY INC.,2,ALAMEDA COUNTY,100000
GREAT LAKES CONSULTING GROUP LLC,2,ALAMEDA COUNTY,80000
"AGAMA SOLUTIONS, INC.",2,CONTRA COSTA COUNTY,60611
"HCL AMERICA, INC.",2,CONTRA COSTA COUNTY,72117
"HCL AMERICA, INC.",2,CONTRA COSTA COUNTY,72117
"SSB SOFTWARE TECHNOLOGIES, INC.",2,CONTRA COSTA COUNTY,62234
WIPRO LIMITED,2,CONTRA COSTA COUNTY,79144
"INFOBAHN SOFTWORLD, INC",2,CONTRA COSTA COUNTY,60000
WIPRO LIMITED,2,CONTRA COSTA COUNTY,76877
WIPRO LIMITED,2,CONTRA COSTA COUNTY,79144
INJ SOFTWARE SOLUTIONS LLC,2,CONTRA COSTA COUNTY,60611
WIPRO LIMITED,2,CONTRA COSTA COUNTY,76877
WIPRO LIMITED,2,CONTRA COSTA COUNTY,79144
"TECH MAHINDRA (AMERICAS),INC.",2,CONTRA COSTA COUNTY,76877
WIPRO LIMITED,2,CONTRA COSTA COUNTY,77522
TATA CONSULTANCY SERVICES LIMITED,2,CONTRA COSTA COUNTY,77000
TATA CONSULTANCY SERVICES LIMITED,2,CONTRA COSTA COUNTY,77000
TATA CONSULTANCY SERVICES LIMITED,2,CONTRA COSTA COUNTY,79000
"TECH MAHINDRA (AMERICAS),INC.",2,CONTRA COSTA COUNTY,79144
"TECH MAHINDRA (AMERICAS),INC.",2,CONTRA COSTA COUNTY,79144
"TECH MAHINDRA (AMERICAS),INC.",2,CONTRA COSTA COUNTY,77522
LIZOM GROUP INC,2,CONTRA COSTA COUNTY,80000
UNITED SOFTWARE ASSOCIATES,2,CONTRA COSTA COUNTY,72322
"BRAVURA SYSTEMS, INC.",2,CONTRA COSTA COUNTY,72322
UNITED SOFTWARE ASSOCIATES,2,CONTRA COSTA COUNTY,60611
WIPRO LIMITED,2,CONTRA COSTA COUNTY,77522
ETOUCH SYSTEMS CORPORATION,2,CONTRA COSTA COUNTY,120000
WIPRO LIMITED,2,CONTRA COSTA COUNTY,79144
XORIANT CORPORATION,2,CONTRA COSTA COUNTY,70000
WIPRO LIMITED,2,CONTRA COSTA COUNTY,80995
8K MILES HEALTH CLOUD INC,2,CONTRA COSTA COUNTY,61000
WIPRO LIMITED,2,CONTRA COSTA COUNTY,68682
WIPRO LIMITED,2,CONTRA COSTA COUNTY,80995
BREVITII AKA COUGAR TECH,2,CONTRA COSTA COUNTY,78000
"NTT DATA, INC.",2,MARIN COUNTY,121865
TATA CONSULTANCY SERVICES LIMITED,2,SANTA CLARA COUNTY,81500
WIPRO LIMITED,2,SANTA CLARA COUNTY,77563
"AGAMA SOLUTIONS, INC.",2,SAN FRANCISCO COUNTY,75046
"AGAMA SOLUTIONS, INC.",2,SAN FRANCISCO COUNTY,79144
"INTELLECT IT, LLC",2,SAN FRANCISCO COUNTY,135200
"AGAMA SOLUTIONS, INC.",2,SAN FRANCISCO COUNTY,75046
"AGAMA SOLUTIONS, INC.",2,SAN FRANCISCO COUNTY,59259
"AGAMA SOLUTIONS, INC.",2,SAN FRANCISCO COUNTY,59259
SPRUCE TECHNOLOGY INC.,2,SAN FRANCISCO COUNTY,65261
NISUM TECHNOLOGIES INC.,2,SAN FRANCISCO COUNTY,67511
NISUM TECHNOLOGIES INC.,2,SAN FRANCISCO COUNTY,74462
SPRUCE TECHNOLOGY INC.,2,SAN FRANCISCO COUNTY,75523
"VIRTUAL CONSTRUCTION, INC.",2,SAN FRANCISCO COUNTY,67298
"VIRTUAL CONSTRUCTION, INC.",2,SAN FRANCISCO COUNTY,67298
NISUM TECHNOLOGIES INC.,2,SAN FRANCISCO COUNTY,81000
NISUM TECHNOLOGIES INC.,2,SAN FRANCISCO COUNTY,83500
NISUM TECHNOLOGIES INC.,2,SAN FRANCISCO COUNTY,88750
NISUM TECHNOLOGIES INC.,2,SAN FRANCISCO COUNTY,92956
NISUM TECHNOLOGIES INC.,2,SAN FRANCISCO COUNTY,95220
AGILE 3 SOLUTIONS LLC,2,SAN FRANCISCO COUNTY,96000
NISUM TECHNOLOGIES INC.,2,SAN FRANCISCO COUNTY,91425
NISUM TECHNOLOGIES INC.,2,SAN FRANCISCO COUNTY,97500
"HCL AMERICA, INC.",2,SAN FRANCISCO COUNTY,92143
NISUM TECHNOLOGIES INC.,2,SAN FRANCISCO COUNTY,102580
NISUM TECHNOLOGIES INC.,2,SAN FRANCISCO COUNTY,109080
NISUM TECHNOLOGIES INC.,2,SAN FRANCISCO COUNTY,107000
NISUM TECHNOLOGIES INC.,2,SAN FRANCISCO COUNTY,123420
"VIRTUAL CONSTRUCTION, INC.",2,SAN FRANCISCO COUNTY,118861
"NTT DATA, INC.",2,SAN FRANCISCO COUNTY,109689
"VIRTUAL CONSTRUCTION, INC.",2,SAN FRANCISCO COUNTY,127000
"VIRTUAL CONSTRUCTION, INC.",2,SAN FRANCISCO COUNTY,128000
EMC CORPORATION,2,SAN FRANCISCO COUNTY,115500
"VIRTUAL CONSTRUCTION, INC.",2,SAN FRANCISCO COUNTY,124519
"UBER TECHNOLOGIES, INC.",2,SAN FRANCISCO COUNTY,135000
"SSB SOFTWARE TECHNOLOGIES, INC.",2,SAN FRANCISCO COUNTY,65021
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,89378
"CROSSVALE, INC.",2,SAN FRANCISCO COUNTY,73923
"GLOBAL TECH, INC",2,SAN FRANCISCO COUNTY,75046
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,76918
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,79144
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,76918
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,76918
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,82285
HAPPIEST MINDS TECHNOLOGIES PRIVATE LTD.,2,SAN FRANCISCO COUNTY,63100
SYNTEL CONSULTING INC.,2,SAN FRANCISCO COUNTY,115586
SYNTEL CONSULTING INC.,2,SAN FRANCISCO COUNTY,115586
SYNTEL CONSULTING INC.,2,SAN FRANCISCO COUNTY,115586
SYNTEL CONSULTING INC.,2,SAN FRANCISCO COUNTY,115586
SYNTEL CONSULTING INC.,2,SAN FRANCISCO COUNTY,115586
CINTEL SYSTEMS INC.,2,SAN FRANCISCO COUNTY,75500
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,76918
"ONDEMAND AGILITY SOLUTIONS, INC.",2,SAN FRANCISCO COUNTY,80000
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,82285
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,76918
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,82285
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,89378
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,93538
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,96138
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,76918
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,79144
"CHECKR, INC.",2,SAN FRANCISCO COUNTY,110000
TATA CONSULTANCY SERVICES LIMITED,2,SAN FRANCISCO COUNTY,85500
TATA CONSULTANCY SERVICES LIMITED,2,SAN FRANCISCO COUNTY,84500
"TECH MAHINDRA (AMERICAS),INC.",2,SAN FRANCISCO COUNTY,76918
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,65021
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,89378
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,89378
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,115378
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,82285
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,76918
TATA CONSULTANCY SERVICES LIMITED,2,SAN FRANCISCO COUNTY,84500
"DEVCARE SOLUTIONS, LTD.",2,SAN FRANCISCO COUNTY,76000
TATA CONSULTANCY SERVICES LIMITED,2,SAN FRANCISCO COUNTY,84500
TATA CONSULTANCY SERVICES LIMITED,2,SAN FRANCISCO COUNTY,86500
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,76918
TATA CONSULTANCY SERVICES LIMITED,2,SAN FRANCISCO COUNTY,86500
TATA CONSULTANCY SERVICES LIMITED,2,SAN FRANCISCO COUNTY,84500
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,63523
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,76918
"TECH MAHINDRA (AMERICAS),INC.",2,SAN FRANCISCO COUNTY,76918
TATA CONSULTANCY SERVICES LIMITED,2,SAN FRANCISCO COUNTY,84500
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,76918
INTELLISWIFT SOFTWARE INC,2,SAN FRANCISCO COUNTY,75000
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,76918
DRISHTICON INC.,2,SAN FRANCISCO COUNTY,75046
DRISHTICON INC.,2,SAN FRANCISCO COUNTY,59259
CINTEL SYSTEMS INC.,2,SAN FRANCISCO COUNTY,65500
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,65021
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,65021
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,82285
TATA CONSULTANCY SERVICES LIMITED,2,SAN FRANCISCO COUNTY,84500
TATA CONSULTANCY SERVICES LIMITED,2,SAN FRANCISCO COUNTY,86500
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,76918
"INTELLYTIX,INC",2,SAN FRANCISCO COUNTY,75046
"BPA TECHNOLOGIES, INC.",2,SAN FRANCISCO COUNTY,82285
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,82285
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,65021
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,96138
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,76918
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,76918
"SOFTNICE, INC.",2,SAN FRANCISCO COUNTY,60000
NISUM TECHNOLOGIES INC.,2,SAN FRANCISCO COUNTY,93267
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,96138
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,76918
EMC CORPORATION,2,SAN FRANCISCO COUNTY,145000
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,76918
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,79144
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,76918
"PLM LOGIX, LLC",2,SAN FRANCISCO COUNTY,76107
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,77064
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,77064
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,66518
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,77064
IDEA HELIX INC,2,SAN FRANCISCO COUNTY,85000
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,77064
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,77064
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,88442
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,77064
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,77064
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,77064
IDEA HELIX INC,2,SAN FRANCISCO COUNTY,85000
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,77064
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,77064
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,77064
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,77064
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,77064
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,77064
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,97573
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,97573
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,97573
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,77064
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,77064
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,77064
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,90355
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,77064
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,77064
WIPRO LIMITED,2,SAN FRANCISCO COUNTY,77064
"PEXESO, INC.",2,SAN FRANCISCO COUNTY,82763
"ECALIX, INC",2,SAN MATEO COUNTY,89440
"AGAMA SOLUTIONS, INC.",2,SAN MATEO COUNTY,89378
"INTELLECT IT, LLC",2,SAN MATEO COUNTY,135200
"ECALIX, INC",2,SAN MATEO COUNTY,75046
"ECALIX, INC",2,SAN MATEO COUNTY,75046
"HCL AMERICA, INC.",2,SAN MATEO COUNTY,92143
"HCL AMERICA, INC.",2,SAN MATEO COUNTY,92143
"HCL AMERICA, INC.",2,SAN MATEO COUNTY,92143
Z AND A INFOTEK CORPORATION,2,SAN MATEO COUNTY,90917
"ENFOS, INC.",2,SAN MATEO COUNTY,107500
"NTT DATA, INC.",2,SAN MATEO COUNTY,119775
WIPRO LIMITED,2,SAN MATEO COUNTY,76918
WIPRO LIMITED,2,SAN MATEO COUNTY,76918
WIPRO LIMITED,2,SAN MATEO COUNTY,76918
WIPRO LIMITED,2,SAN MATEO COUNTY,82285
WIPRO LIMITED,2,SAN MATEO COUNTY,76918
WIPRO LIMITED,2,SAN MATEO COUNTY,76918
"SPACE TIME INSIGHT, INC",2,SAN MATEO COUNTY,130000
"TECH MAHINDRA (AMERICAS), INC.",2,SAN MATEO COUNTY,80000
INJ SOFTWARE SOLUTIONS LLC,2,SAN MATEO COUNTY,75046
WIPRO LIMITED,2,SAN MATEO COUNTY,76918
WIPRO LIMITED,2,SAN MATEO COUNTY,96138
WIPRO LIMITED,2,SAN MATEO COUNTY,76918
WIPRO LIMITED,2,SAN MATEO COUNTY,82285
TATA CONSULTANCY SERVICES LIMITED,2,SAN MATEO COUNTY,84500
TATA CONSULTANCY SERVICES LIMITED,2,SAN MATEO COUNTY,86500
TATA CONSULTANCY SERVICES LIMITED,2,SAN MATEO COUNTY,84500
WIPRO LIMITED,2,SAN MATEO COUNTY,76918
WIPRO LIMITED,2,SAN MATEO COUNTY,76918
WIPRO LIMITED,2,SAN MATEO COUNTY,65021
WIPRO LIMITED,2,SAN MATEO COUNTY,76918
WIPRO LIMITED,2,SAN MATEO COUNTY,76918
